gene,role,molregno,smiles,pchembl,max_sim_ref,max_sim_pool,predicted_pkd
SLC6A3,active,49674,Fc1ccc(C(OCCC2CCN(Cc3cccc4ccccc34)CC2)c2ccc(F)cc2)cc1,7.8,0.1375,0.6923076923076923,6.439014911651611
SLC6A3,active,358091,C=C1CN2C3CCC2C1C(c1ccc(I)cc1)C3,8.07,0.4150943396226415,0.75,6.371569633483887
SLC6A3,active,2037079,Fc1cc2c(cc1-c1ccc(OC(F)F)nn1)CNCC2c1ccc(Cl)c(Cl)c1,7.48,0.1538461538461538,0.7333333333333333,6.443769931793213
SLC6A3,active,512614,COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OC2CC2)N3C)cc1.Cl,8.22,0.6153846153846154,0.9148936170212766,6.390808582305908
SLC6A3,active,1582731,O=C1NCC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,7.48,0.2586206896551724,0.8888888888888888,6.36234712600708
SLC6A3,active,3228654,Fc1cccc(Oc2cc(C(F)(F)F)nc(N3CCC4(CC3)CNCCO4)n2)c1,8.42,0.1294117647058823,0.8333333333333334,6.511723041534424
SLC6A3,active,205006,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccccc1)c1ccccc1)N2C,7.47,0.5185185185185185,0.8936170212765957,6.392586708068848
SLC6A3,active,596664,CC(C)OC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,8.3,0.15625,1.0,6.37458610534668
SLC6A3,active,1527274,Clc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,7.3,0.1538461538461538,1.0,6.420858860015869
SLC6A3,active,1540486,CN1Cc2cc(-c3ccc(N)nn3)ccc2[C@H](c2ccc3ccccc3c2)C1,8.24,0.3728813559322034,0.7454545454545455,6.36038064956665
SLC6A3,active,3241344,O=C(NCC1(O)CCN(c2nc(Oc3cccc(F)c3)cc(C(F)(F)F)n2)CC1)C1CNC1,8.3,0.1630434782608695,0.9104477611940298,6.460302352905273
SLC6A3,active,3048959,CS(=O)(=O)Nc1ccc(-c2nc(NCC(c3ccccc3)N3CCOCC3)c3ccccc3n2)cc1,7.37,0.1111111111111111,0.8360655737704918,6.413383960723877
SLC6A3,active,1778794,Clc1ccc(C(CC2CNC2)Oc2ccccc2)cc1Cl,7.28,0.1428571428571428,0.7954545454545454,6.37952184677124
SLC6A3,active,3221054,C[C@](CN)(Cc1cccnc1)c1ccc2ccccc2c1,7.05,0.109375,0.4259259259259259,6.381897449493408
SLC6A3,active,1613333,O=C(OCCF)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,8.88,0.4918032786885246,0.8392857142857143,6.569528102874756
SLC6A3,active,2300179,COC[C@@H]1CN[C@H]2CC[C@]1(c1ccc(Cl)c(Cl)c1)C2,8.24,0.1911764705882352,1.0,6.397227764129639
SLC6A3,active,3222367,CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1cccs1,7.82,0.1216216216216216,0.6956521739130435,6.362576007843018
SLC6A3,active,3222793,Fc1cccc(Oc2cc(F)cc(N3CCC4(CC3)CNCCO4)c2)c1,8.38,0.125,0.875,6.493826389312744
SLC6A3,active,183892,CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,7.19,0.2363636363636363,1.0,6.365397930145264
SLC6A3,active,1170644,Cc1cc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)no1,8.7,0.1267605633802817,0.6862745098039216,6.367378234863281
SLC6A3,active,1449769,Clc1ccc(C(OCc2ccccc2)C2CNC2)cc1Cl,7.63,0.1428571428571428,0.6590909090909091,6.361915111541748
SLC6A3,active,1516139,CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,8.3,0.2222222222222222,1.0,6.366732597351074
SLC6A3,active,14256,COC(=O)C1C(c2ccc(/C=C\I)cc2)CC2CCC1N2C,7.66,0.75,0.8541666666666666,6.409003734588623
SLC6A3,active,596668,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCCC2)cc1Cl,8.6,0.1408450704225352,1.0,6.358633041381836
SLC6A3,active,1785666,CN1Cc2ccccc2C(c2ccc3ccsc3c2)C1,8.35,0.3773584905660377,0.8181818181818182,6.358737945556641
SLC6A3,active,1167773,Cc1cc([C@H]2[C@@H](c3ccc(Cl)c(C)c3)C[C@@H]3CC[C@H]2N3C)on1,8.82,0.4067796610169492,0.75,6.402597904205322
SLC6A3,active,226279,Fc1ccc(C(OCCC2CCN(Cc3cc4ccccc4s3)CC2)c2ccc(F)cc2)cc1,8.79,0.1325301204819277,0.6724137931034483,6.457700252532959
SLC6A3,active,2947980,NC(=O)c1cc2cc(N3CCN(CCCc4ccc5c(c4)CC(=O)N5)CC3)ccc2o1,7.28,0.1235955056179775,0.896551724137931,6.4084649085998535
SLC6A3,active,650404,FC(F)(F)COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,7.4,0.12,0.7346938775510204,6.419261932373047
SLC6A3,active,3014362,NCC1(O)CCN(c2cc(F)c(F)c(Oc3cccc(F)c3)c2)CC1,8.02,0.1392405063291139,0.74,6.411187171936035
SLC6A3,active,1170741,Cc1nc(C)n(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,7.6,0.1232876712328767,1.0,6.392157554626465
SLC6A3,active,282807,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1O2,7.92,0.2307692307692307,0.6938775510204082,6.362953186035156
SLC6A3,active,3232773,CN1COC2CCCCC2(c2ccc(Cl)c(Cl)c2)C1,7.18,0.1746031746031746,0.6521739130434783,6.379807472229004
SLC6A3,active,487608,CC(O)(CCN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,8.15,0.1639344262295081,0.8409090909090909,6.370924472808838
SLC6A3,active,367537,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C)c1,7.02,0.2,0.676056338028169,6.472408294677734
SLC6A3,active,1446166,COc1ccc2c(c1)CN(C)CC2c1ccc(F)c(F)c1,7.11,0.3272727272727272,0.8222222222222222,6.371260166168213
SLC6A3,active,1276624,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2Cc1ccccc1C,7.03,0.625,0.7678571428571429,6.42861270904541
SLC6A3,active,2992492,O=C(NCC1(O)CCN(c2nc(Oc3cccc(F)c3)cc(C(F)(F)F)n2)CC1)c1cnccn1,7.86,0.1443298969072164,0.7534246575342466,6.450777053833008
SLC6A3,active,1996849,CN1Cc2cc(CN3CCOCC3)ccc2C(c2cc3ccccc3s2)C1,7.45,0.2686567164179104,0.711864406779661,6.374332904815674
SLC6A3,active,358120,COC(=O)/C=C1/CN2C3CCC2C1C(c1ccc(C)cc1)C3,7.88,0.3934426229508196,0.82,6.389782428741455
SLC6A3,active,3279352,CN(C)c1ccc(-c2nc(NC(Cc3ccccc3)c3ccccc3)c3ccccc3n2)cc1,7.4,0.0985915492957746,0.803921568627451,6.388363838195801
SLC6A3,active,338762,C=CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,7.4,0.1935483870967742,0.6976744186046512,6.375373363494873
SLC6A3,active,3210556,Fc1ccc(Oc2cc(C(F)(F)F)nc(N3CCC4(CC3)CNCCO4)n2)cc1,7.53,0.1341463414634146,0.8421052631578947,6.518673419952393
SLC6A3,active,2948128,NC(=O)c1cc2cc(N3CCN(CCc4cccc5c4CC(=O)N5)CC3)ccc2o1,7.28,0.1477272727272727,0.7076923076923077,6.3920416831970215
SLC6A3,active,340601,Fc1ccc(C(OCCC2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c2ccc(F)cc2)cc1.O=C(O)C(=O)O,9.3,0.2151898734177215,1.0,6.540894985198975
SLC6A3,active,3056576,CNC[C@@H](c1ccc(Br)c(Cl)c1)[C@@H](O)c1ccccc1,7.62,0.1323529411764706,1.0,6.351235389709473
SLC6A3,active,2006155,COc1ccc2c(c1)CN1CCC2(c2ccc(Cl)cc2)C1,7.03,0.1911764705882352,0.8809523809523809,6.351414203643799
SLC6A3,active,2077913,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,7.25,0.1758241758241758,0.2696629213483146,6.405012607574463
SLC6A3,active,3064019,CNC(C)C1(c2ccc3ccccc3c2)CCC(O)CC1,7.08,0.1739130434782608,0.7073170731707317,6.374528408050537
SLC6A3,active,358121,COC(=O)/C=C1/CN2C3CCC2C1C(c1ccc(Br)cc1)C3,8.53,0.3870967741935484,0.82,6.388362884521484
SLC6A3,active,1369844,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,7.64,1.0,1.0,6.380286693572998
SLC6A3,active,487773,O=C(CN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,7.27,0.1643835616438356,0.8222222222222222,6.3961262702941895
SLC6A3,active,3035438,NCC1(O)CCN(c2cccc(Oc3ccccc3)c2F)CC1,7.81,0.1935483870967742,0.8085106382978723,6.407778263092041
SLC6A3,active,486607,CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@@H](c1ccc(Cl)cc1)C2.Cl,8.85,0.6888888888888889,1.0,6.492850303649902
SLC6A3,active,487709,CC(O)(Cc1ccccc1)CN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,7.24,0.1641791044776119,0.660377358490566,6.435183048248291
SLC6A3,active,2956743,CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1cccc([N+](=O)[O-])c1,7.53,0.1428571428571428,0.673469387755102,6.370585918426514
SLC6A3,active,183813,CNCC1C2CCC(C2)C1c1ccc2ccccc2c1,7.6,0.2105263157894736,1.0,6.3694329261779785
SLC6A3,active,448031,Cc1ccc(Cc2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1.Cl,7.66,0.4745762711864407,1.0,6.490418910980225
SLC6A3,active,3220285,CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1ccccc1SC,7.31,0.1267605633802817,1.0,6.368590354919434
SLC6A3,active,437872,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1C,7.33,0.1710526315789473,0.2465753424657534,6.365525722503662
SLC6A3,active,3068135,CCNC(=O)CO[C@H](c1ccccc1)[C@H](CNC)c1ccc2ccccc2c1,7.41,0.1538461538461538,0.8431372549019608,6.3798394203186035
SLC6A3,active,1167765,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2C(=O)OC(C)C)N3C)cc1,9.08,0.62,0.7777777777777778,6.361722946166992
SLC6A3,active,3017255,CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1ccccc1[N+](=O)[O-],7.74,0.136986301369863,0.6938775510204082,6.403824806213379
SLC6A3,active,2071492,CNC[C@]1(c2ccc3ccccc3c2)CC[C@@](C)(O)CC1,7.4,0.1285714285714285,0.717948717948718,6.369472026824951
SLC6A3,active,353774,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,8.42,0.360655737704918,1.0,6.3705244064331055
SLC6A3,active,3188872,NCC1(O)CCN(c2cc(Oc3cccc(F)c3)cc(F)c2F)CC1,9.05,0.141025641025641,0.7307692307692307,6.434390544891357
SLC6A3,active,569068,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc([S+](C)[O-])c(Br)c1)N2C,7.12,0.6071428571428571,0.7090909090909091,6.428744792938232
SLC6A3,active,3014790,NCC1(O)CCN(c2cccc(Oc3cccc(F)c3)c2F)CC1,8.17,0.1492537313432835,0.8163265306122449,6.423316478729248
SLC6A3,active,3241072,CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)N1CCC1)c1ccccc1,7.84,0.1772151898734177,0.96,6.4239277839660645
SLC6A3,active,596818,COC[C@@H]1[C@H]2CNC[C@]21c1ccc2ccccc2c1,7.6,0.136986301369863,1.0,6.362754821777344
SLC6A3,active,2946699,NC(=O)c1cc2cc(N3CCN(CCc4ccc5c(c4)CCC(=O)N5)CC3)ccc2o1,7.38,0.125,0.8983050847457628,6.4207658767700195
SLC6A3,active,3110792,CNCC(Cc1ccccc1C)c1ccc2ccccc2c1,7.46,0.1126760563380281,0.7317073170731707,6.379764556884766
SLC6A3,active,3211279,CNC[C@H](c1ccc2ccccc2c1)[C@@H](Cl)c1ccccc1,7.84,0.1186440677966101,0.6923076923076923,6.381346225738525
SLC6A3,active,2006167,Oc1ccc2c(c1)CN1CCC2(c2ccc(Cl)cc2)CC1,7.68,0.171875,0.8461538461538461,6.381515026092529
SLC6A3,active,1428884,c1ccc(OCc2cc(OC[C@@H]3CCN3)no2)cc1,7.62,0.1428571428571428,0.2608695652173913,6.369602680206299
SLC6A3,active,650331,COC[C@@]12CNCC[C@]1(c1ccc3ccccc3c1)C2,7.9,0.12,0.6808510638297872,6.379086494445801
SLC6A3,active,311400,CN1C2CCC1C(C(=O)OCCF)C(c1ccc(Br)cc1)C2,8.3,0.5636363636363636,0.88,6.405378818511963
SLC6A3,active,2006176,O=c1n(-c2ccc3c(c2)CN2CCC3(c3ccc(Cl)cc3)CC2)nc2ccccn12,7.43,0.1341463414634146,0.532258064516129,6.309861183166504
SLC6A3,active,218327,OC1(c2ccc(Cl)cc2)c2ccccc2C2=N[C@@H]3CCCC[C@@H]3N21,8.08,0.2063492063492063,1.0,6.336514472961426
SLC6A3,active,396264,C=Cc1ccc([C@@H]2C[C@H]3CC[C@@H](N3)[C@H]2C(=O)OC)cc1,8.0,0.723404255319149,0.7708333333333334,6.393372535705566
SLC6A3,active,1057384,NC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,7.96,0.2068965517241379,1.0,6.377464294433594
SLC6A3,active,1337157,CCOC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CCC[C@@H]21,7.7,0.1896551724137931,0.5531914893617021,6.359644889831543
SLC6A3,active,448034,COc1ccc(Cc2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(C)cc3)N4C)on2)cc1.Cl,8.02,0.3484848484848485,0.8727272727272727,6.508637428283691
SLC6A3,active,685854,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C/C=C/CF,8.02,0.5084745762711864,1.0,6.420246601104736
SLC6A3,active,3136815,Cc1cc(Oc2cccc(C#N)c2)nc(N2CCC3(CC2)CNCCO3)n1,8.03,0.1235955056179775,0.8,6.471408843994141
SLC6A3,active,1170642,Cc1csc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,9.8,0.1066666666666666,1.0,6.382549285888672
SLC6A3,active,648285,c1ccc(CC2CNCCN2c2ccc3[nH]ncc3c2)cc1,7.8,0.1304347826086956,0.803921568627451,6.368236541748047
SLC6A3,active,1058269,Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccc(Br)cc2)S3)on1,7.33,0.2153846153846154,1.0,6.408201694488525
SLC6A3,active,2037081,Nc1ccc(-c2ccc3c(c2)CNCC3c2ccc(Cl)c(Cl)c2)nn1,8.15,0.1641791044776119,0.7959183673469388,6.402180194854736
SLC6A3,active,1571728,CCC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,7.0,0.2,0.8181818181818182,6.418435096740723
SLC6A3,active,521687,CCCCN(Cc1ccc2ccccc2c1)[C@H]1CCNC1,7.06,0.1343283582089552,0.6938775510204082,6.414792537689209
SLC6A3,active,1058279,Cc1cc([C@@H]2C3CCC(C[C@@H]2c2ccc(Br)cc2)S3)on1,7.85,0.2153846153846154,1.0,6.411028861999512
SLC6A3,active,1333167,COC(=O)[C@@H]1C2CCC(C[C@H]1c1cc3ccccc3s1)O2,8.05,0.3043478260869565,1.0,6.35263729095459
SLC6A3,active,2473336,CC(O)CN1[C@H](C)CN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)C[C@@H]1C,7.23,0.1714285714285714,0.6808510638297872,6.404684543609619
SLC6A3,active,1074086,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCC1,7.09,0.1428571428571428,0.935483870967742,6.361804962158203
SLC6A3,active,2965784,O[C@@H](c1ccccc1)[C@@H](CNCC(F)(F)F)c1ccc2ccccc2c1,7.06,0.1304347826086956,0.6511627906976745,6.426108360290527
SLC6A3,active,365732,CC(c1ccc(Cl)cc1)C1CCCCN1,7.66,0.28,0.7222222222222222,6.354517936706543
SLC6A3,active,338681,CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,7.54,0.2105263157894736,0.8,6.358683109283447
SLC6A3,active,339331,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,7.7,0.1714285714285714,0.7073170731707317,6.376795768737793
SLC6A3,active,410296,CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,7.34,0.2835820895522388,0.8275862068965517,6.395436763763428
SLC6A3,active,1785744,Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,7.92,0.3157894736842105,0.7708333333333334,6.38677978515625
SLC6A3,active,3046688,CC(=O)NCC1(O)CCN(c2nc(Oc3cccc(F)c3)cc(C(F)(F)F)n2)CC1,7.42,0.1724137931034483,0.8307692307692308,6.425344467163086
SLC6A3,active,2233667,CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O,7.47,0.1489361702127659,0.8591549295774648,6.538911819458008
SLC6A3,active,330102,CNCCCC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1=O,7.89,0.1447368421052631,0.4912280701754385,6.391057014465332
SLC6A3,active,1170639,Clc1ccc([C@]23CCNCC2(Cn2ncc4ccccc42)C3)cc1Cl,7.8,0.1066666666666666,0.6896551724137931,6.418393611907959
SLC6A3,active,2122023,CCSCCNC(CC)C1(c2ccc(Cl)c(Cl)c2)CCC1,7.31,0.1515151515151515,0.8125,6.371813774108887
SLC6A3,active,2967952,Cc1cc(Oc2cccc(F)c2)nc(N2CCC3(CC2)CNCCO3)n1,8.29,0.1264367816091954,0.8305084745762712,6.476874351501465
SLC6A3,active,515247,NC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,7.75,0.1111111111111111,0.7368421052631579,6.3309831619262695
SLC6A3,active,593295,CN1C2CCC1[C@@H](C(=O)OCc1cn(CCCCCCOC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)nn1)[C@@H](c1ccc(Cl)cc1)C2,9.0,0.5625,1.0,6.595647811889648
SLC6A3,active,569065,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(SC)c(Br)c1)N2C,8.0,0.6296296296296297,0.7272727272727273,6.383044242858887
SLC6A3,active,557854,CCCC(C(=O)c1ccc(N)cc1)N1CCCC1,8.3,0.1724137931034483,0.7631578947368421,6.362164497375488
SLC6A3,active,3148547,O=C1CCNCC12CCN(c1nc(Oc3cccc(F)c3)cc(C(F)(F)F)n1)C2,8.15,0.1208791208791208,0.676056338028169,6.430316925048828
SLC6A3,active,1057387,NC[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,7.04,0.2068965517241379,1.0,6.3637471199035645
SLC6A3,active,33664,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,7.06,0.1125,0.3902439024390244,6.352522373199463
SLC6A3,active,596731,Clc1ccc([C@@]23CNC[C@@H]2[C@H]3COC2CCCC2)cc1Cl,7.0,0.1408450704225352,1.0,6.356354713439941
SLC6A3,active,3253090,OC1CCCCC1NCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,7.48,0.15625,0.951219512195122,6.395267963409424
SLC6A3,active,1170666,Cc1cc(C)n(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1,8.1,0.1267605633802817,0.7254901960784313,6.397573471069336
SLC6A3,active,596665,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCC2)cc1Cl,7.9,0.1408450704225352,0.9767441860465116,6.352034568786621
SLC6A3,active,382977,COC(=O)[C@H]1[C@@H](c2ccccc2)C[C@@H]2CC[C@H]1N2C,7.48,0.7727272727272727,1.0,6.347775459289551
SLC6A3,active,650538,Clc1ccc([C@]23CCN4CC[C@]2(C4)C3)cc1Cl,7.1,0.1206896551724138,0.4693877551020408,6.381735324859619
SLC6A3,reference,14241,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C,8.97,1.0,1.0,6.399051189422607
SLC6A3,reference,16225,CN1Cc2c(N)cccc2C(c2ccccc2)C1,8.0,1.0,1.0,6.319534778594971
SLC6A3,reference,35080,CN1C2CCC1[C@@H](/C=C/Cl)[C@@H](c1ccc(Cl)cc1)C2,9.66,1.0,1.0,6.398026943206787
SLC6A3,reference,35519,CN1C2CCC1[C@@H]([C@@H](O)C(F)(F)F)[C@@H](c1ccc(Cl)cc1)C2,8.04,1.0,0.574468085106383,6.3953351974487305
SLC6A3,reference,35673,C=C[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,8.92,1.0,0.7380952380952381,6.357381820678711
SLC6A3,reference,35723,CC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,8.46,1.0,0.6595744680851063,6.3521552085876465
SLC6A3,reference,77792,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,8.97,1.0,1.0,6.3629045486450195
SLC6A3,reference,105443,COC(=O)C1C(c2cccc(I)c2)CC2CCC1N2C,7.56,1.0,0.76,6.400784969329834
SLC6A3,reference,107153,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,8.96,1.0,1.0,6.361622333526611
SLC6A3,reference,129620,COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)N2,8.85,1.0,0.7906976744186046,6.323963165283203
SLC6A3,negative,2411946,CCCN(CCc1ccc(NC(=O)CCC(=O)NCCCCCC(=O)NCc2ccc(C(=O)NCCCCCC(=O)NCCCCCCNC(=O)c3nn(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)c3C)cc2)cc1)C1CCc2c(O)cccc2C1,,0.136,,6.656961917877197
SLC6A3,negative,126789,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1ccccc1,,0.1842105263157894,,6.418374538421631
SLC6A3,negative,299800,CN1CCN(C2=Cc3ccccc3Cn3cccc32)CC1,,0.1929824561403508,,6.395978927612305
SLC6A3,negative,565014,O=C(CNS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,,0.1194029850746268,,6.377490520477295
SLC6A3,negative,438698,Cc1ccc(CCN2CCC[C@@H]2C)cc1,,0.2075471698113207,,6.342121124267578
SLC6A3,negative,1594862,c1ccc(N2CCN(CC[C@H]3CC[C@@H](Nc4ncccn4)CC3)CC2)cc1,,0.15625,,6.405435085296631
SLC6A3,negative,1502431,FC(F)(F)c1cccc(N2CCN(CCOc3ccc4[nH]c(=S)[nH]c4c3)CC2)c1,,0.125,,6.443619251251221
SLC6A3,negative,124472,CCN(CC)CCOc1ccc(CC(C)(C(=O)NO)S(=O)(=O)c2ccc(OC)cc2)cc1,,0.1265822784810126,,6.488753318786621
SLC6A3,negative,106277,N[C@@H]1[C@H]2CN(CCCNc3c4c(nc5ccccc35)CCCCC4)C[C@@H]12,,0.1884057971014492,,6.385453224182129
SLC6A3,negative,147121,COc1ccc(Cl)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,,0.2133333333333333,,6.374231815338135
SLC6A3,negative,1500866,O=c1c(OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,0.0975609756097561,,6.356720924377441
SLC6A3,negative,3120086,CC(O)C(=O)N(CC#N)CCN1CCC(c2noc3cc(F)ccc23)CC1,,0.1685393258426966,,6.423354625701904
SLC6A3,negative,2955378,C=CCN1C[C@H](OC(=O)Nc2ccccn2)C[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,,0.1553398058252427,,6.434237480163574
SLC6A3,negative,500762,O=C(c1cc2cc(OC3CCN(C4COC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,,0.1529411764705882,,6.418956756591797
SLC6A3,negative,711013,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1.Cl,,0.1573033707865168,,6.437650680541992
SLC6A3,negative,686156,CCCn1c(C)c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)c1-c1ccccc1.Cl,,0.1666666666666666,,6.466490745544434
SLC6A3,negative,113357,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCOCC1,,0.1304347826086956,,6.43733549118042
SLC6A3,negative,3094048,CCOc1ccc(-c2cnc3c(-c4ccnc(C)c4)c(-c4ccccc4)nc(N)n23)cc1,,0.131578947368421,,6.430509567260742
SLC6A3,negative,3003220,O=c1[nH]c2ccc(-c3c(Cc4ccccc4)nc4c(N5CCOCC5)nccn34)cc2[nH]1,,0.0963855421686747,,6.337136745452881
SLC6A3,negative,1581052,Cc1ccc(S(=O)(=O)N(CCn2cc(COCCOCCOCCOCCOCCF)nn2)[C@@H](C(=O)NO)C(C)C)cc1,,0.1348314606741573,,6.526525497436523
SLC6A3,negative,354775,c1cc(-c2ccc(CN3CCOCC3)cc2)ccc1CN1CCOCC1,,0.14,,6.397402763366699
SLC6A3,negative,3186670,CC1CCN(CCc2nc3c4ccc5c(c4nc(N)n3n2)OC(F)(F)O5)CC1,,0.1392405063291139,,6.416967868804932
SLC6A3,negative,1834099,COc1cc2oc(-c3ccc(OCC(=O)NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,,0.1650485436893204,,6.5851240158081055
SLC6A3,negative,267454,O=C(c1ccc(-c2ccc3oc(CCN4CCOCC4)cc3c2)cc1)N1CCOCC1,,0.1392405063291139,,6.397888660430908
SLC6A3,negative,2237483,CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCOCCCCc2ccccc2)C1,,0.1733333333333333,,6.431790828704834
SLC6A3,negative,3911,COc1cccc(-c2ccc(C[C@H](CC(=O)NO)C(=O)N[C@H]3c4ccccc4C[C@H]3O)cc2)c1,,0.1818181818181818,,6.485719680786133
SLC6A3,negative,297503,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(Cl)c1,,0.1558441558441558,,6.394345760345459
SLC6A3,negative,2028641,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(F)cc1,,0.1590909090909091,,6.428468704223633
SLC6A3,negative,153628,O=C(CCCN1CCN(CCC2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1,,0.1358024691358024,,6.394201755523682
SLC6A3,negative,562691,C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)Nc3ccccc3)cc2)cc1,,0.1617647058823529,,6.414994239807129
SLC6A3,negative,1347071,O=C(CCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1nc2ccccc2s1,,0.1111111111111111,,6.413682460784912
SLC6A3,negative,2010989,Cn1nc(-c2cnc3ccc(F)cn23)c2ccc(C(=O)N3CCCCCC3)cc21,,0.1395348837209302,,6.441958904266357
